"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"6153","elastic/elasticsearch",false,"90990","555","214","25555","Java","main","Other","https://www.elastic.co/products/elasticsearch","2651","75105","349","1492660","2010-02-08T01:20:56","2025-10-19T01:44:52","2025-10-19T03:26:59","41418","4423","94963","1039","662336","4421245","509545","[{""blankLines"":8,""codeLines"":13,""commentLines"":8,""language"":""C/C++ Header""},{""blankLines"":211,""codeLines"":8931,""commentLines"":466,""language"":""Properties""},{""blankLines"":27,""codeLines"":154,""commentLines"":21,""language"":""PowerShell""},{""blankLines"":0,""codeLines"":7602,""commentLines"":0,""language"":""CSV""},{""blankLines"":133,""codeLines"":422,""commentLines"":41,""language"":""DOS Batch""},{""blankLines"":495,""codeLines"":2069,""commentLines"":338,""language"":""ANTLR Grammar""},{""blankLines"":66,""codeLines"":257,""commentLines"":11,""language"":""TypeScript""},{""blankLines"":802,""codeLines"":7867,""commentLines"":0,""language"":""Smalltalk""},{""blankLines"":91,""codeLines"":433,""commentLines"":69,""language"":""Python""},{""blankLines"":91,""codeLines"":471,""commentLines"":87,""language"":""C""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""Mustache""},{""blankLines"":3275,""codeLines"":21135,""commentLines"":4270,""language"":""Gradle""},{""blankLines"":33507,""codeLines"":320277,""commentLines"":5133,""language"":""YAML""},{""blankLines"":43985,""codeLines"":125752,""commentLines"":1291,""language"":""Markdown""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""Freemarker Template""},{""blankLines"":45,""codeLines"":265,""commentLines"":38,""language"":""C++""},{""blankLines"":0,""codeLines"":5,""commentLines"":8,""language"":""Diff""},{""blankLines"":10,""codeLines"":78,""commentLines"":0,""language"":""Lisp""},{""blankLines"":193,""codeLines"":580,""commentLines"":214,""language"":""Dockerfile""},{""blankLines"":112,""codeLines"":1499,""commentLines"":40,""language"":""XSD""},{""blankLines"":81,""codeLines"":871,""commentLines"":277,""language"":""Velocity Template Language""},{""blankLines"":609,""codeLines"":11603,""commentLines"":1510,""language"":""XML""},{""blankLines"":34,""codeLines"":109239,""commentLines"":0,""language"":""JSON""},{""blankLines"":567922,""codeLines"":3745107,""commentLines"":492378,""language"":""Java""},{""blankLines"":30,""codeLines"":294,""commentLines"":3,""language"":""CSS""},{""blankLines"":26,""codeLines"":296,""commentLines"":0,""language"":""INI""},{""blankLines"":139,""codeLines"":430,""commentLines"":102,""language"":""Bourne Again Shell""},{""blankLines"":829,""codeLines"":4412,""commentLines"":1045,""language"":""TOML""},{""blankLines"":1821,""codeLines"":10500,""commentLines"":912,""language"":""Groovy""},{""blankLines"":6118,""codeLines"":34017,""commentLines"":0,""language"":""Text""},{""blankLines"":2,""codeLines"":45,""commentLines"":14,""language"":""HTML""},{""blankLines"":6,""codeLines"":285,""commentLines"":561,""language"":""SQL""},{""blankLines"":1088,""codeLines"":3432,""commentLines"":49,""language"":""AsciiDoc""},{""blankLines"":6,""codeLines"":31,""commentLines"":1,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":677,""commentLines"":4,""language"":""SVG""},{""blankLines"":574,""codeLines"":2186,""commentLines"":654,""language"":""Bourne Shell""}]","2025-10-19T08:24:32","0701a22ccbda2c6e52dc2dcc825deb4a74bdb25b",false,false,false,false,"{""Java"":200154811,""Groovy"":487246,""StringTemplate"":313863,""Shell"":118156,""ANTLR"":75681,""Dockerfile"":40640,""C"":24133,""Python"":21726,""Batchfile"":12716,""C++"":12649,""TypeScript"":11771,""PowerShell"":7780,""CSS"":5424,""MDX"":3362,""Emacs Lisp"":3341,""AMPL"":3121,""HTML"":2186,""JavaScript"":1268,""Mustache"":58,""FreeMarker"":45}",":analytics/aggregations;:analytics/compute engine;:analytics/eql;:analytics/es|ql;:analytics/geo;:analytics/sql;:clients/java low level rest client;:core/infra/circuit breakers;:core/infra/cli;:core/infra/core;:core/infra/entitlements;:core/infra/logging;:core/infra/metrics;:core/infra/node lifecycle;:core/infra/plugins;:core/infra/resiliency;:core/infra/rest api;:core/infra/scripting;:core/infra/settings;:core/infra/transport api;:data management/cat apis;:data management/data streams;:data management/hdfs;:data management/health;:data management/ilm+slm;:data management/indices apis;:data management/ingest node;:data management/monitoring;:data management/stats;:data management/watcher;:delivery/build;:delivery/cloud;:delivery/packaging;:delivery/tooling;:distributed coordination/allocation;:distributed coordination/autoscaling;:distributed coordination/cluster coordination;:distributed coordination/discovery-plugins;:distributed coordination/distributed;:distributed coordination/network;:distributed coordination/snapshot/restore;:distributed coordination/task management;:distributed indexing/ccr;:distributed indexing/crud;:distributed indexing/distributed;:distributed indexing/engine;:distributed indexing/recovery;:distributed indexing/reindex;:distributed indexing/searchable snapshots;:distributed indexing/store;:enterprisesearch/application;:logstash/bridge;:logstash/cpm;:ml;:ml/chunking;:ml/esql;:ml/es|ql;:ml/transform;:performance;:search foundations/ccs;:search foundations/mapping;:search foundations/search;:search relevance/analysis;:search relevance/es|ql;:search relevance/highlighting;:search relevance/percolator;:search relevance/ranking;:search relevance/search;:search relevance/suggesters;:search relevance/vectors;:search/search;:searchorg/experiences;:searchorg/extract&transform;:searchorg/inference;:searchorg/relevance;:security/audit;:security/authentication;:security/authorization;:security/autoconfiguration;:security/client;:security/fips;:security/identityprovider;:security/license;:security/profile;:security/security;:security/tls;:storageengine/codec;:storageengine/downsampling;:storageengine/es|ql;:storageengine/logs;:storageengine/mapping;:storageengine/rollup;:storageengine/tsdb;:universalprofiling/application;:universalprofiling/resource management;>breaking;>breaking-java;>bug;>deprecation;>docs;>enhancement;>feature;>new-aggregation;>new-field-mapper;>non-issue;>refactoring;>regression;>tech debt;>test;>test-failure;>test-mute;>upgrade;auto-backport;auto-merge-without-approval;awaiting cla;backport;backport pending;blocker;build-benchmark;build-performance;buildkite-opt-in;cloud-deploy;critical;das awesome;dependencies;dependency:endpoint;dependency:siem;discuss;docs-edit-applies-tags;docs-missing-applies-tags;documentation;enablejirasync;es|ql-ui;experimental/beta;external-contributor;feature:data frame analytics;feature:es|ql;feature:genai;feature:nlp;feature:upgrade assistant;feedback_needed;good first issue;help wanted;high hanging fruit;impact:high;initiative:makeitslow;jdk10;jdk11;jdk12;jdk9;jvm bug;logsdb;low-risk;lucene_10_3_dev;medium-risk;meta;modularization;needs:reproduction;needs:risk;needs:triage;needs_team;pioneer program;pita;pretty bloody important;priority:critical;priority:high;priority:normal;rca-action;rca:needs-category;rca:random-controlled;rca:random-uncontrolled;rca:stale-merge;rca:untested;rca:wall-clock;release highlight;release_note:enhancement;resiliency;serverless-linked;skip-transport-version-generation;stalled;stateful;supportability;team-discuss;team:analytics;team:clients;team:cloud security;team:core/infra;team:data management;team:delivery;team:deployment management;team:distributed (obsolete);team:distributed coordination;team:distributed indexing;team:docs;team:enterprise search;team:es|ql;team:fleet;team:infra monitoring ui;team:logstash;team:ml;team:obs-ds-hosted-services;team:obs-ds-intake-services;team:obs-knowledge;team:obs-ux-infra_services;team:one workflow;team:performance;team:ql (deprecated);team:search;team:search - extract & transform;team:search - inference;team:search - relevance;team:search foundations;team:search relevance;team:searchorg;team:security;team:solutionarchitecture;team:stack monitoring;team:storageengine;test-arm;test-cc;test-fips;test-full-bwc;test-gpu;test-release;test-update-serverless;test-windows;theme: correlation;top ask;tracking;triaged;v0.05.0;v0.05.1;v0.06.0;v0.07.0;v0.07.1;v0.08.0;v0.09.0;v0.10.0;v0.11.0;v0.12.0;v0.12.1;v0.13.0;v0.13.1;v0.14.0;v0.14.1;v0.14.2;v0.14.3;v0.15.0;v0.15.1;v0.15.2;v0.16.0;v0.16.1;v0.16.2;v0.16.3;v0.16.4;v0.16.5;v0.17.0;v0.17.1;v0.17.10;v0.17.2;v0.17.3;v0.17.4;v0.17.5;v0.17.6;v0.17.7;v0.17.8;v0.17.9;v0.18.0;v0.18.1;v0.18.2;v0.18.3;v0.18.4;v0.18.5;v0.18.6;v0.18.7;v0.18.8;v0.19.0;v0.19.0.rc1;v0.19.0.rc2;v0.19.0.rc3;v0.19.1;v0.19.10;v0.19.11;v0.19.12;v0.19.13;v0.19.2;v0.19.3;v0.19.4;v0.19.5;v0.19.6;v0.19.7;v0.19.8;v0.19.9;v0.20.0;v0.20.0.rc1;v0.20.1;v0.20.2;v0.20.3;v0.20.4;v0.20.5;v0.20.6;v0.20.7;v0.90.0;v0.90.0.beta1;v0.90.0.rc1;v0.90.0.rc2;v0.90.1;v0.90.10;v0.90.11;v0.90.12;v0.90.13;v0.90.14;v0.90.2;v0.90.3;v0.90.4;v0.90.5;v0.90.6;v0.90.7;v0.90.8;v0.90.9;v1.0.0;v1.0.0.beta1;v1.0.0.beta2;v1.0.0.rc1;v1.0.0.rc2;v1.0.1;v1.0.2;v1.0.3;v1.0.4;v1.1.0;v1.1.1;v1.1.2;v1.1.3;v1.2.0;v1.2.1;v1.2.2;v1.2.3;v1.2.4;v1.2.5;v1.3.0;v1.3.1;v1.3.10;v1.3.2;v1.3.3;v1.3.4;v1.3.5;v1.3.6;v1.3.7;v1.3.8;v1.3.9;v1.4.0;v1.4.0.beta1;v1.4.1;v1.4.2;v1.4.3;v1.4.4;v1.4.5;v1.5.0;v1.5.1;v1.5.2;v1.5.3;v1.6.0;v1.6.1;v1.6.2;v1.6.3;v1.7.0;v1.7.1;v1.7.2;v1.7.3;v1.7.4;v1.7.5;v1.7.6;v2.0.0;v2.0.0-beta1;v2.0.0-beta2;v2.0.0-rc1;v2.0.1;v2.0.2;v2.0.3;v2.1.0;v2.1.1;v2.1.2;v2.1.3;v2.2.0;v2.2.1;v2.2.2;v2.3.0;v2.3.1;v2.3.2;v2.3.3;v2.3.4;v2.3.5;v2.3.6;v2.4.0;v2.4.1;v2.4.2;v2.4.3;v2.4.4;v2.4.5;v2.4.6;v2.4.7;v5.0.0;v5.0.0-alpha1;v5.0.0-alpha2;v5.0.0-alpha3;v5.0.0-alpha4;v5.0.0-alpha5;v5.0.0-beta1;v5.0.0-rc1;v5.0.1;v5.0.2;v5.0.3;v5.1.1;v5.1.2;v5.1.3;v5.2.0;v5.2.1;v5.2.2;v5.2.3;v5.3.0;v5.3.1;v5.3.2;v5.3.3;v5.4.0;v5.4.1;v5.4.2;v5.4.3;v5.4.4;v5.5.0;v5.5.1;v5.5.2;v5.5.3;v5.5.4;v5.6.0;v5.6.1;v5.6.10;v5.6.11;v5.6.12;v5.6.13;v5.6.14;v5.6.15;v5.6.16;v5.6.17;v5.6.2;v5.6.3;v5.6.4;v5.6.5;v5.6.6;v5.6.7;v5.6.8;v5.6.9;v6.0.0;v6.0.0-alpha1;v6.0.0-alpha2;v6.0.0-beta1;v6.0.0-beta2;v6.0.0-rc1;v6.0.0-rc2;v6.0.1;v6.0.2;v6.0.3;v6.1.0;v6.1.1;v6.1.2;v6.1.3;v6.1.4;v6.1.5;v6.2.0;v6.2.1;v6.2.2;v6.2.3;v6.2.4;v6.2.5;v6.3.0;v6.3.1;v6.3.2;v6.3.3;v6.4.0;v6.4.1;v6.4.2;v6.4.3;v6.4.4;v6.5.0;v6.5.1;v6.5.2;v6.5.3;v6.5.4;v6.5.5;v6.6.0;v6.6.1;v6.6.2;v6.6.3;v6.7.0;v6.7.1;v6.7.2;v6.7.3;v6.8.0;v6.8.1;v6.8.10;v6.8.11;v6.8.12;v6.8.13;v6.8.14;v6.8.15;v6.8.16;v6.8.17;v6.8.18;v6.8.19;v6.8.2;v6.8.20;v6.8.21;v6.8.22;v6.8.23;v6.8.24;v6.8.3;v6.8.4;v6.8.5;v6.8.6;v6.8.7;v6.8.8;v6.8.9;v7.0.0;v7.0.0-beta1;v7.0.0-rc1;v7.0.0-rc2;v7.0.1;v7.0.2;v7.1.0;v7.1.1;v7.1.2;v7.10.0;v7.10.1;v7.10.2;v7.10.3;v7.11.0;v7.11.1;v7.11.2;v7.11.3;v7.12.0;v7.12.1;v7.12.2;v7.13.0;v7.13.1;v7.13.2;v7.13.3;v7.13.4;v7.13.5;v7.14.0;v7.14.1;v7.14.2;v7.14.3;v7.15.0;v7.15.1;v7.15.2;v7.15.3;v7.16.0;v7.16.1;v7.16.2;v7.16.3;v7.16.4;v7.17.0;v7.17.1;v7.17.10;v7.17.11;v7.17.12;v7.17.13;v7.17.14;v7.17.15;v7.17.16;v7.17.17;v7.17.18;v7.17.19;v7.17.2;v7.17.20;v7.17.21;v7.17.22;v7.17.23;v7.17.24;v7.17.25;v7.17.26;v7.17.27;v7.17.28;v7.17.29;v7.17.3;v7.17.30;v7.17.4;v7.17.5;v7.17.6;v7.17.7;v7.17.8;v7.17.9;v7.2.0;v7.2.1;v7.2.2;v7.3.0;v7.3.1;v7.3.2;v7.3.3;v7.4.0;v7.4.1;v7.4.2;v7.4.3;v7.5.0;v7.5.1;v7.5.2;v7.5.3;v7.6.0;v7.6.1;v7.6.2;v7.6.3;v7.7.0;v7.7.1;v7.7.2;v7.8.0;v7.8.1;v7.8.2;v7.9.0;v7.9.1;v7.9.2;v7.9.3;v7.9.4;v8.0.0;v8.0.0-alpha1;v8.0.0-alpha2;v8.0.0-beta1;v8.0.0-rc1;v8.0.0-rc2;v8.0.1;v8.0.2;v8.1.0;v8.1.1;v8.1.2;v8.1.3;v8.1.4;v8.10.0;v8.10.1;v8.10.2;v8.10.3;v8.10.4;v8.10.5;v8.11.0;v8.11.1;v8.11.2;v8.11.3;v8.11.4;v8.11.5;v8.12.0;v8.12.1;v8.12.2;v8.12.3;v8.13.0;v8.13.1;v8.13.2;v8.13.3;v8.13.4;v8.13.5;v8.14.0;v8.14.1;v8.14.2;v8.14.3;v8.14.4;v8.15.0;v8.15.1;v8.15.2;v8.15.3;v8.15.4;v8.15.5;v8.15.6;v8.16.0;v8.16.1;v8.16.2;v8.16.3;v8.16.4;v8.16.5;v8.16.6;v8.16.7;v8.17.0;v8.17.1;v8.17.10;v8.17.11;v8.17.2;v8.17.3;v8.17.4;v8.17.5;v8.17.6;v8.17.7;v8.17.8;v8.17.9;v8.18.0;v8.18.1;v8.18.2;v8.18.3;v8.18.4;v8.18.5;v8.18.6;v8.18.7;v8.18.8;v8.18.9;v8.19.0;v8.19.1;v8.19.2;v8.19.3;v8.19.4;v8.19.5;v8.19.6;v8.2.0;v8.2.1;v8.2.2;v8.2.3;v8.2.4;v8.20.0;v8.3.0;v8.3.1;v8.3.2;v8.3.3;v8.3.4;v8.4.0;v8.4.1;v8.4.2;v8.4.3;v8.4.4;v8.5.0;v8.5.1;v8.5.2;v8.5.3;v8.5.4;v8.6.0;v8.6.1;v8.6.2;v8.6.3;v8.7.0;v8.7.1;v8.7.2;v8.8.0;v8.8.1;v8.8.2;v8.8.3;v8.9.0;v8.9.1;v8.9.2;v8.9.3;v9.0.0;v9.0.1;v9.0.2;v9.0.3;v9.0.4;v9.0.5;v9.0.6;v9.0.7;v9.0.8;v9.0.9;v9.1.0;v9.1.1;v9.1.2;v9.1.3;v9.1.4;v9.1.5;v9.1.6;v9.2.0;v9.2.1;v9.3.0;wip;won't fix","elasticsearch;java;search-engine"
"22628","spring-projects/spring-framework",false,"33845","18","345","38791","Java","main","Apache License 2.0","https://spring.io/projects/spring-framework","3307","59015","358","235185","2010-12-08T04:04:45","2025-10-19T08:46:11","2025-10-19T04:48:47","27323","286","5445","39","251132","954462","426369","[{""blankLines"":162,""codeLines"":372,""commentLines"":641,""language"":""AspectJ""},{""blankLines"":65,""codeLines"":2384,""commentLines"":62,""language"":""SQL""},{""blankLines"":42,""codeLines"":484,""commentLines"":22,""language"":""Properties""},{""blankLines"":28,""codeLines"":102,""commentLines"":118,""language"":""Bourne Shell""},{""blankLines"":16002,""codeLines"":66428,""commentLines"":1878,""language"":""AsciiDoc""},{""blankLines"":3,""codeLines"":35,""commentLines"":0,""language"":""JSP""},{""blankLines"":2,""codeLines"":545,""commentLines"":0,""language"":""INI""},{""blankLines"":0,""codeLines"":4,""commentLines"":15,""language"":""JavaScript""},{""blankLines"":1608,""codeLines"":1930,""commentLines"":0,""language"":""Text""},{""blankLines"":1,""codeLines"":4,""commentLines"":0,""language"":""Python""},{""blankLines"":152,""codeLines"":507,""commentLines"":524,""language"":""DTD""},{""blankLines"":21,""codeLines"":70,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":3,""codeLines"":16,""commentLines"":1,""language"":""Ruby""},{""blankLines"":147,""codeLines"":1708,""commentLines"":73,""language"":""Gradle""},{""blankLines"":3383,""codeLines"":19097,""commentLines"":733,""language"":""XML""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""ERB""},{""blankLines"":90,""codeLines"":339,""commentLines"":449,""language"":""Freemarker Template""},{""blankLines"":224669,""codeLines"":833483,""commentLines"":410838,""language"":""Java""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""Velocity Template Language""},{""blankLines"":4168,""codeLines"":17446,""commentLines"":10892,""language"":""Kotlin""},{""blankLines"":23,""codeLines"":94,""commentLines"":1,""language"":""XSLT""},{""blankLines"":111,""codeLines"":272,""commentLines"":9,""language"":""Markdown""},{""blankLines"":6,""codeLines"":933,""commentLines"":11,""language"":""YAML""},{""blankLines"":6,""codeLines"":30,""commentLines"":0,""language"":""Protocol Buffers""},{""blankLines"":1,""codeLines"":661,""commentLines"":2,""language"":""SVG""},{""blankLines"":3,""codeLines"":15,""commentLines"":0,""language"":""CSS""},{""blankLines"":1,""codeLines"":26,""commentLines"":0,""language"":""HTML""},{""blankLines"":65,""codeLines"":136,""commentLines"":70,""language"":""Groovy""},{""blankLines"":1,""codeLines"":460,""commentLines"":0,""language"":""JSON""},{""blankLines"":366,""codeLines"":6870,""commentLines"":28,""language"":""XSD""},{""blankLines"":3,""codeLines"":9,""commentLines"":0,""language"":""Dockerfile""}]","2025-10-19T08:45:57","b85993c7cb524391b52e4910281489f64f30f546",true,false,false,false,"{""Java"":50011871,""Kotlin"":1097054,""AspectJ"":31750,""FreeMarker"":29906,""Groovy"":6914,""GAP"":6137,""XSLT"":2945,""HTML"":1168,""Ruby"":1060,""CSS"":1019,""Smarty"":717,""Shell"":538,""PLpgSQL"":305,""JavaScript"":280,""Dockerfile"":257,""Python"":254}","for: backport-to-6.1.x;for: backport-to-6.2.x;for: external-project;for: merge-with-amendments;for: stackoverflow;has: votes-jira;in: core;in: data;in: messaging;in: test;in: web;status: backported;status: blocked;status: bulk-closed;status: declined;status: duplicate;status: feedback-provided;status: feedback-reminder;status: ideal-for-contribution;status: invalid;status: on-hold;status: pending-design-work;status: superseded;status: waiting-for-feedback;status: waiting-for-internal-feedback;status: waiting-for-triage;theme: aot;theme: kotlin;theme: observability;theme: web-error-handling;type: backport;type: bug;type: dependency-upgrade;type: documentation;type: enhancement;type: regression;type: task;type: wiki-documentation","framework;spring;spring-framework"
"173856","apache/dubbo",false,"8579","36","112","26544","Java","3.3","Apache License 2.0","https://dubbo.apache.org/","3009","41517","399","60630","2012-06-19T07:56:02","2025-10-19T04:54:59","2025-10-19T04:55:35","7296","800","8078","105","64348","327207","105790","[{""blankLines"":61538,""codeLines"":300969,""commentLines"":101123,""language"":""Java""},{""blankLines"":45,""codeLines"":259,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":127,""codeLines"":3957,""commentLines"":0,""language"":""XSD""},{""blankLines"":0,""codeLines"":44,""commentLines"":0,""language"":""JSON""},{""blankLines"":176,""codeLines"":3748,""commentLines"":543,""language"":""YAML""},{""blankLines"":5,""codeLines"":10,""commentLines"":15,""language"":""Dockerfile""},{""blankLines"":536,""codeLines"":1329,""commentLines"":1284,""language"":""XML""},{""blankLines"":109,""codeLines"":742,""commentLines"":0,""language"":""Mustache""},{""blankLines"":1,""codeLines"":69,""commentLines"":2,""language"":""HTML""},{""blankLines"":896,""codeLines"":12773,""commentLines"":1882,""language"":""Maven""},{""blankLines"":136,""codeLines"":941,""commentLines"":263,""language"":""Groovy""},{""blankLines"":58,""codeLines"":380,""commentLines"":94,""language"":""Bourne Shell""},{""blankLines"":9,""codeLines"":80,""commentLines"":0,""language"":""INI""},{""blankLines"":537,""codeLines"":1379,""commentLines"":0,""language"":""Markdown""},{""blankLines"":110,""codeLines"":279,""commentLines"":464,""language"":""Protocol Buffers""},{""blankLines"":65,""codeLines"":246,""commentLines"":120,""language"":""Properties""},{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""Text""}]","2025-10-19T04:54:59","dea02069082226b4677579474db4d156dbb8fb0e",true,false,false,false,"{""Java"":17799924,""Groovy"":58210,""Mustache"":37605,""Shell"":7194,""Batchfile"":3791,""JavaScript"":3258,""HTML"":2353,""Lex"":2076,""Dockerfile"":1421}","component/benchmark;component/integration-test;component/need-triage;component/samples;component/sdk;component/spi-extensions;component/website;dependencies;github_actions;good first issue;help wanted;java;status/don’t-merge;status/waiting-for-feedback;type/bug;type/dependencies;type/discussion;type/enhancement;type/need-triage;type/proposal","distributed-systems;dubbo;framework;grpc;http;java;microservices;restful;rpc;service-mesh;web"
"255621","spring-projects/spring-boot",false,"58003","28","323","41579","Java","main","Apache License 2.0","https://spring.io/projects/spring-boot","3337","78718","360","207686","2012-10-19T03:02:57","2025-10-19T03:47:51","2025-10-19T04:29:52","39935","580","7155","29","138314","583991","229649","[{""blankLines"":51,""codeLines"":326,""commentLines"":52,""language"":""Bourne Again Shell""},{""blankLines"":91,""codeLines"":264,""commentLines"":150,""language"":""Groovy""},{""blankLines"":2,""codeLines"":12,""commentLines"":14,""language"":""CSS""},{""blankLines"":23,""codeLines"":5361,""commentLines"":2,""language"":""Maven""},{""blankLines"":62,""codeLines"":34929,""commentLines"":0,""language"":""JSON""},{""blankLines"":5,""codeLines"":49,""commentLines"":9,""language"":""Dockerfile""},{""blankLines"":65,""codeLines"":811,""commentLines"":56,""language"":""HTML""},{""blankLines"":6,""codeLines"":271,""commentLines"":8,""language"":""Diff""},{""blankLines"":4,""codeLines"":37,""commentLines"":13,""language"":""GraphQL""},{""blankLines"":2414,""codeLines"":5408,""commentLines"":6355,""language"":""Kotlin""},{""blankLines"":150,""codeLines"":2066,""commentLines"":1017,""language"":""YAML""},{""blankLines"":13,""codeLines"":9,""commentLines"":46,""language"":""Markdown""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""Velocity Template Language""},{""blankLines"":120001,""codeLines"":477539,""commentLines"":209923,""language"":""Java""},{""blankLines"":2,""codeLines"":202,""commentLines"":0,""language"":""XSD""},{""blankLines"":207,""codeLines"":891,""commentLines"":0,""language"":""Text""},{""blankLines"":5,""codeLines"":17,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":19,""commentLines"":1,""language"":""SVG""},{""blankLines"":158,""codeLines"":4061,""commentLines"":171,""language"":""XML""},{""blankLines"":25,""codeLines"":216,""commentLines"":0,""language"":""Ruby""},{""blankLines"":3603,""codeLines"":18224,""commentLines"":10177,""language"":""Gradle""},{""blankLines"":9,""codeLines"":32,""commentLines"":0,""language"":""Mustache""},{""blankLines"":25,""codeLines"":147,""commentLines"":1,""language"":""Ant""},{""blankLines"":59,""codeLines"":1570,""commentLines"":43,""language"":""Properties""},{""blankLines"":4,""codeLines"":31,""commentLines"":0,""language"":""JSP""},{""blankLines"":92,""codeLines"":548,""commentLines"":118,""language"":""Bourne Shell""},{""blankLines"":95,""codeLines"":341,""commentLines"":82,""language"":""SQL""},{""blankLines"":9251,""codeLines"":21935,""commentLines"":5,""language"":""AsciiDoc""},{""blankLines"":44,""codeLines"":160,""commentLines"":4,""language"":""DOS Batch""},{""blankLines"":1847,""codeLines"":8460,""commentLines"":1402,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":46,""commentLines"":0,""language"":""Web Services Description""},{""blankLines"":1,""codeLines"":5,""commentLines"":0,""language"":""INI""}]","2025-10-19T03:46:11","90804c8c2b77d9edf64f32131e6fc89e5f21e789",true,false,false,false,"{""Java"":27518211,""Kotlin"":63585,""HTML"":41868,""JavaScript"":33592,""Shell"":29886,""Groovy"":15026,""Ruby"":8507,""FreeMarker"":3592,""Batchfile"":2740,""Smarty"":2737,""Dockerfile"":1292,""Mustache"":448,""Vim Snippet"":135,""CSS"":115}","for: external-project;for: merge-with-amendments;for: planning;for: stackoverflow;for: team-attention;for: team-meeting;status: back-port;status: blocked;status: declined;status: duplicate;status: feedback-provided;status: feedback-reminder;status: first-timers-only;status: forward-port;status: ideal-for-contribution;status: invalid;status: noteworthy;status: on-hold;status: pending-design-work;status: reserved-for-conference-event;status: superseded;status: waiting-for-feedback;status: waiting-for-internal-feedback;status: waiting-for-triage;theme: aot;theme: config-data;theme: containers;theme: datasource;theme: http-client-config;theme: kotlin;theme: modularization;theme: observability;theme: performance;theme: ssl;theme: testing;theme: web-error-handling;type: blocker;type: bug;type: dependency-upgrade;type: documentation;type: enhancement;type: epic;type: regression;type: task;type: wiki-documentation","framework;java;spring;spring-boot"
"323320","reactivex/rxjava",false,"6267","6","243","7607","Java","3.x","Apache License 2.0",,"2185","48420","291","146165","2013-01-08T08:11:48","2025-10-13T07:24:54","2025-10-14T11:24:14","3174","13","4055","1","81158","324895","80899","[{""blankLines"":78145,""codeLines"":315688,""commentLines"":80533,""language"":""Java""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""IDL""},{""blankLines"":53,""codeLines"":265,""commentLines"":160,""language"":""YAML""},{""blankLines"":2806,""codeLines"":7683,""commentLines"":0,""language"":""Markdown""},{""blankLines"":55,""codeLines"":150,""commentLines"":161,""language"":""Bourne Shell""},{""blankLines"":9,""codeLines"":253,""commentLines"":1,""language"":""XML""},{""blankLines"":21,""codeLines"":69,""commentLines"":2,""language"":""DOS Batch""},{""blankLines"":55,""codeLines"":229,""commentLines"":10,""language"":""Gradle""},{""blankLines"":5,""codeLines"":25,""commentLines"":0,""language"":""Properties""},{""blankLines"":9,""codeLines"":532,""commentLines"":32,""language"":""CSS""}]","2025-10-13T07:24:47","d98857e4d3261b1bc4c2cd43f6eab8815e1cb621",true,false,false,false,"{""Java"":16449159,""CSS"":12875,""Shell"":3148}","1.x;2.x;3.x;android;api promotion;bug;build;cleanup;coverage;dependencies;deprecation;discussion;documentation;duplicate;enhancement;feature-request;github_actions;good first issue;information;invalid;investigating;java;java 8;kotlin;missing-details;performance;performance: allocation;performance: throughput;pr welcome;question;removal;retrofit;shortcoming;stackoverflow;test;test-failures;tools;wont-fix","flow;java;reactive-streams;rxjava"
